Station_ID,Timestamp,CO_Channel,NOx_Channel,NO2_Channel,Ambient_Temperature,Relative_Humidity,Absolute_Humidity
STN-01,06-04-2021 12:00,4.2,427,168,28.6,54.2,1.1548
STN-01,06-04-2021 13:00,4.6,463,159,28.5,53.3,1.1272
STN-01,06-04-2021 14:00,3.2,336,146,26.7,49.2,1.0091
STN-01,06-04-2021 15:00,2.5,302,127,26.5,54.7,1.0548
STN-01,06-04-2021 16:00,2.3,221,,27.7,52.8,1.0944
STN-01,06-04-2021 17:00,2.8,170,112,28.3,54.7,1.1795
STN-01,06-04-2021 18:00,4.6,262,128,,59.5,1.2327
STN-01,06-04-2021 19:00,5.1,269,129,24.3,67.7,1.2715
STN-01,06-04-2021 20:00,4.4,214,128,23.9,65.4,
STN-01,06-04-2021 21:00,3,123,129,21.1,67.9,1.2007
STN-01,06-04-2021 22:00,2.4,64,126,20.8,63.6,1.1496
STN-01,06-04-2021 23:00,2.5,19,122,20.7,65.9,1.1796
STN-01,07-04-2021 00:00,2.9,126,153,18.5,66.3,1.1358
STN-01,07-04-2021 01:00,3,245,143,17.3,71.4,1.2026
STN-01,07-04-2021 02:00,2.7,201,122,16.8,71.4,1.1748
STN-01,07-04-2021 03:00,2.8,196,133,16.7,69.6,1.1253
STN-01,07-04-2021 04:00,2.5,119,95,16.7,72.8,1.1627
STN-01,07-04-2021 05:00,2.8,36,73,17.3,69.6,1.1694
STN-01,07-04-2021 06:00,2.8,41,67,18.4,67.2,1.1791
STN-01,07-04-2021 07:00,3.4,118,68,19.7,64.6,1.22
STN-01,07-04-2021 08:00,5.5,367,113,21.4,66,1.2832
STN-01,07-04-2021 09:00,5.7,403,130,23.5,56.9,1.2242
STN-01,07-04-2021 10:00,5.1,388,158,24.7,57.7,1.2401
STN-01,07-04-2021 11:00,4.7,391,187,25.5,49.7,1.129
STN-01,07-04-2021 12:00,3.9,,163,27.4,43.8,1.1151
STN-01,07-04-2021 13:00,4.2,320,138,29.3,,1.2875
STN-01,07-04-2021 14:00,4.2,399,150,28.4,55.3,1.2665
STN-01,07-04-2021 15:00,2.9,237,114,29.8,48.6,1.2376
STN-01,07-04-2021 16:00,2.9,234,114,28.7,,1.2301
STN-01,07-04-2021 17:00,3,216,123,29.9,51.8,1.2572
STN-01,07-04-2021 18:00,4.1,265,143,29.2,43.9,1.1964
STN-01,07-04-2021 19:00,4,219,148,27.9,46.9,1.1822
STN-01,07-04-2021 20:00,3.5,151,137,26.2,49.7,1.1717
STN-01,07-04-2021 21:00,2.8,135,,25.7,46.7,1.1451
STN-01,07-04-2021 22:00,1.8,88,89,23.3,51.6,1.1086
STN-01,07-04-2021 23:00,1,1,61,22.5,52.1,1.0859
STN-01,08-04-2021 00:00,1.4,43,69,21.2,50.4,1.0271
STN-01,08-04-2021 01:00,1.2,40,65,21.9,49.1,1.0555
STN-01,08-04-2021 02:00,0.2,1,45,19.9,57.9,1.077
STN-01,08-04-2021 03:00,0,1,35,19.9,58.5,1.0525
STN-01,08-04-2021 04:00,0.2,1,6,20.2,58.9,1.0514
STN-01,08-04-2021 05:00,1.7,93,38,18.9,65.2,1.065
STN-01,08-04-2021 06:00,2.3,,55,18.9,68.4,1.116
STN-01,08-04-2021 07:00,4.3,317,77,19.7,69.1,1.1657
STN-01,08-04-2021 08:00,5,494,141,19.4,67.5,1.0767
STN-01,08-04-2021 09:00,4.5,393,122,22.6,57.6,1.0781
STN-01,08-04-2021 10:00,3.1,326,124,25.1,57.4,1.1325
STN-01,08-04-2021 11:00,2.6,346,128,26.3,55,1.1183
STN-01,08-04-2021 12:00,3.1,403,143,28.1,56.2,1.1671
STN-01,08-04-2021 13:00,2.9,346,141,26.5,59.1,1.1343
STN-01,08-04-2021 14:00,3,267,136,27.3,59.7,1.1513
STN-01,08-04-2021 15:00,3.2,288,143,28.5,57.5,1.1378
STN-01,08-04-2021 16:00,3.2,333,133,27.8,60.5,
STN-01,08-04-2021 17:00,4.1,383,151,29.4,58.1,1.174
STN-01,08-04-2021 18:00,4.2,408,156,27.9,59.2,1.174
STN-01,08-04-2021 19:00,4.9,404,162,26.8,59.3,1.1569
STN-01,08-04-2021 20:00,4.8,404,164,25.5,63.7,1.1997
STN-01,08-04-2021 21:00,4,420,162,24.4,65.4,1.1833
STN-01,08-04-2021 22:00,3.6,323,154,24.6,65.4,1.2035
STN-01,08-04-2021 23:00,3.6,341,154,23.9,64.7,1.199
STN-01,09-04-2021 00:00,4.5,389,140,22.8,68.4,1.1941
STN-01,09-04-2021 01:00,3.4,321,120,20.5,77.5,1.1965
STN-01,09-04-2021 02:00,2.9,226,116,20.2,75.9,1.151
STN-01,09-04-2021 03:00,2.4,202,126,18.4,72.5,1.0225
STN-01,09-04-2021 04:00,1.9,77,65,18.4,76.7,1.0761
STN-01,09-04-2021 05:00,0.9,17,67,18.4,74.5,1.0489
STN-01,09-04-2021 06:00,1.1,71,80,18.1,77.4,1.0546
STN-01,09-04-2021 07:00,1,45,84,18.2,73.8,1.0594
STN-01,09-04-2021 08:00,2.7,233,120,18.5,75.5,1.112
STN-01,09-04-2021 09:00,2.3,,118,20.8,66.4,
STN-01,09-04-2021 10:00,1.7,203,115,23.9,57.4,1.0548
STN-01,09-04-2021 11:00,2,181,115,25.4,,1.06
STN-01,09-04-2021 12:00,0.2,1,74,26.7,47.3,1.0048
STN-01,09-04-2021 13:00,0,1,63,26.2,48.6,1.0039
STN-01,09-04-2021 14:00,0.1,1,59,26.2,50,1.0095
STN-01,09-04-2021 15:00,0.1,1,70,25.5,55.8,1.0658
STN-01,09-04-2021 16:00,0,1,66,25,50.5,0.9772
STN-01,09-04-2021 17:00,0.6,1,76,23.4,53.4,
STN-01,09-04-2021 18:00,2.1,1,84,22.9,64,1.0937
STN-01,09-04-2021 19:00,2.8,70,94,22.1,70.2,1.1569
STN-01,09-04-2021 20:00,,116,99,21.3,78.3,1.2301
STN-01,09-04-2021 21:00,2.5,48,95,19,78.9,1.1258
STN-01,09-04-2021 22:00,2.1,1,74,17.4,83.4,1.1037
STN-01,09-04-2021 23:00,1.6,1,68,18.2,79.2,1.105
STN-01,10-04-2021 00:00,2,1,80,15.9,80.4,1.0832
STN-01,10-04-2021 01:00,1.5,1,63,15.8,72.9,0.9991
STN-01,10-04-2021 02:00,0.7,1,48,15.6,67.4,0.9407
STN-01,10-04-2021 03:00,-3.025581379,1,53,16,71,0.9847
STN-01,10-04-2021 04:00,0.9,1,54,15.6,72.5,0.9921
STN-01,10-04-2021 05:00,0.3,1,41,14.7,69.2,0.921
STN-01,10-04-2021 06:00,0,1,59,13.9,73.3,0.9535
STN-01,10-04-2021 07:00,0.9,34,91,,66.6,0.9251
STN-01,10-04-2021 08:00,1.3,173,109,14.7,62.1,0.8652
STN-01,10-04-2021 09:00,1.8,186,111,13.3,67.8,0.9258
STN-01,10-04-2021 10:00,1.3,123,95,17.1,58.5,0.9056
STN-01,10-04-2021 11:00,0.8,157,89,18.5,53.7,0.8237
STN-01,10-04-2021 12:00,1.5,164,74,19.6,51.1,0.8544
STN-01,10-04-2021 13:00,2.4,241,78,19.5,46.5,0.7835
STN-01,10-04-2021 14:00,2.4,250,71,20.8,37.6,0.6908
STN-01,10-04-2021 15:00,1.5,153,64,22.2,31.9,0.6743
STN-01,10-04-2021 16:00,1.3,126,68,21.3,32.2,0.6622
STN-01,10-04-2021 17:00,2.6,248,100,20.3,39.8,0.7113
STN-01,10-04-2021 18:00,3.9,350,121,17.2,47.9,0.7182
STN-01,10-04-2021 19:00,4.4,368,133,16.5,49.2,0.7613
STN-01,10-04-2021 20:00,3.6,259,112,17.2,54.2,0.8743
STN-01,10-04-2021 21:00,2.4,243,120,15.9,50,0.7559
STN-01,10-04-2021 22:00,1.6,,125,14.9,47.5,0.7016
STN-01,10-04-2021 23:00,1,174,118,,46.5,0.6836
STN-01,11-04-2021 00:00,1.4,177,119,15.3,46.1,0.7
STN-01,11-04-2021 01:00,1,170,112,15.4,44,0.6723
STN-01,11-04-2021 02:00,0,42,71,15.7,44.2,0.6694
STN-01,11-04-2021 03:00,0,1,50,18.3,43.2,0.7653
STN-01,11-04-2021 04:00,0,1,5,17,46.1,0.7349
STN-01,11-04-2021 05:00,0,1,13,15.4,45.3,
STN-01,11-04-2021 06:00,0,1,29,15.3,45.8,0.635
STN-01,11-04-2021 07:00,0.2,1,46,14.9,47.8,0.6355
STN-01,11-04-2021 08:00,2.3,169,94,16.2,45.8,
STN-01,11-04-2021 09:00,1.5,111,92,18.2,37.5,0.639
STN-01,11-04-2021 10:00,1.3,,,18.7,28.1,0.5227
STN-01,11-04-2021 11:00,1.4,13,111,22.3,24.2,0.5605
STN-01,11-04-2021 12:00,1.2,1,116,24.7,20.7,0.5683
STN-01,11-04-2021 13:00,0.4,1,83,23.9,20.5,0.5602
STN-01,11-04-2021 14:00,0.8,1,75,23.5,23.2,0.5609
STN-01,11-04-2021 15:00,0,1,,24.5,22.3,0.5807
STN-01,11-04-2021 16:00,1,1,82,25.1,16.1,0.5031
STN-01,11-04-2021 17:00,1.6,1,80,24.8,21.7,0.581
STN-01,11-04-2021 18:00,2.9,77,110,24.2,28.2,0.6202
STN-01,11-04-2021 19:00,3.2,113,113,23,33.7,0.6562
STN-01,11-04-2021 20:00,3.1,184,134,20.7,35.9,0.6238
STN-01,11-04-2021 21:00,2.2,137,126,18.6,38.6,0.5564
STN-01,11-04-2021 22:00,1.9,1,89,18.2,40.8,0.565
STN-01,11-04-2021 23:00,2.3,45,94,18.5,43.4,0.6125
STN-01,12-04-2021 00:00,2.4,75,110,18.8,,0.6802
STN-01,12-04-2021 01:00,2.4,78,119,17.6,52.5,0.7082
STN-01,12-04-2021 02:00,1.4,2,99,18.1,45.4,0.6614
STN-01,12-04-2021 03:00,1.1,71,101,16.8,54.6,0.7365
STN-01,12-04-2021 04:00,1.4,43,65,17.2,53.1,0.7379
STN-01,12-04-2021 05:00,1.1,11,52,15.2,55.6,0.6809
STN-01,12-04-2021 06:00,2.4,186,84,14.7,60.2,0.6862
STN-01,12-04-2021 07:00,2.7,251,103,15.1,,0.7272
STN-01,12-04-2021 08:00,3.4,263,107,17.1,61.5,0.7993
STN-01,12-04-2021 09:00,2.7,167,111,19.5,51.1,0.7607
STN-01,12-04-2021 10:00,2.1,71,97,21.3,45.5,
STN-01,12-04-2021 11:00,1.2,1,70,22.1,45.8,0.6944
STN-01,12-04-2021 12:00,1.5,17,78,24,40.3,0.6823
STN-01,12-04-2021 13:00,-2.07571238,70,90,25,32.8,0.5959
STN-01,12-04-2021 14:00,3.054568458,1,67,25.6,30.6,0.5685
STN-01,12-04-2021 15:00,-0.64450522,84,93,25.8,29.2,0.522
STN-01,12-04-2021 16:00,2,80,98,24.7,,0.4926
STN-01,12-04-2021 17:00,2.3,84,95,23.1,36.7,0.5311
STN-01,12-04-2021 18:00,2.6,144,109,21.8,37.4,0.5441
STN-01,12-04-2021 19:00,3.1,186,124,19.7,38.3,0.5085
STN-01,12-04-2021 20:00,3.8,246,138,19.6,40.9,0.5366
STN-01,12-04-2021 21:00,2.4,118,118,20.1,40.5,0.5318
STN-01,12-04-2021 22:00,0.9,1,99,19,43.5,0.4999
STN-01,12-04-2021 23:00,0.3,1,63,18.1,45.7,
STN-01,13-04-2021 00:00,0.8,1,67,18.6,42.8,0.5186
STN-01,13-04-2021 01:00,1.4,26,,17.9,43.5,0.4741
STN-02,01-01-2021 00:00,3.5,329,98,5.6,37.4,0.2758
STN-02,01-01-2021 01:00,2.6,307,96,4,42.8,0.295
STN-02,01-01-2021 02:00,2.1,301,79,3.7,52.7,0.3697
STN-02,01-01-2021 03:00,0,126,36,2.5,54.2,0.3598
STN-02,01-01-2021 04:00,0.3,114,48,3.4,51.8,
STN-02,01-01-2021 05:00,0.5,123,55,4.8,52.4,0.4397
STN-02,01-01-2021 06:00,0.5,27,71,5.3,53.3,0.4627
STN-02,01-01-2021 07:00,1.6,202,113,3.8,53.2,0.3616
STN-02,01-01-2021 08:00,3.3,382,166,5.2,48.7,0.3513
STN-02,01-01-2021 09:00,4.3,454,196,6.9,43.3,0.3628
STN-02,01-01-2021 10:00,4,496,212,7.8,38.2,0.3204
STN-02,01-01-2021 11:00,3.2,346,166,10.4,32.8,0.3474
STN-02,01-01-2021 12:00,3,328,147,11.2,28.8,0.2859
STN-02,01-01-2021 13:00,2.7,357,143,10.8,33.3,0.2772
STN-02,01-01-2021 14:00,2.4,416,156,11.7,30.9,0.2615
STN-02,01-01-2021 15:00,1.9,361,151,10.8,34.4,0.2828
STN-02,01-01-2021 16:00,2.5,,144,9.7,41.9,0.3769
STN-02,01-01-2021 17:00,3,412,181,7.7,48,0.3854
STN-02,01-01-2021 18:00,3.6,346,169,5.5,50.9,0.3748
STN-02,01-01-2021 19:00,4.6,462,181,3.3,,0.2906
STN-02,01-01-2021 20:00,4.2,376,156,1.6,58.9,0.3604
STN-02,01-01-2021 21:00,2.8,285,140,-0.3,59.5,0.331
STN-02,01-01-2021 22:00,1.5,225,,-1.5,64.6,0.3549
STN-02,01-01-2021 23:00,1.5,253,116,-0.9,63.1,0.3176
STN-02,02-01-2021 00:00,1.9,247,129,-1.2,65.5,0.3259
STN-02,02-01-2021 01:00,2.3,258,141,-1.6,64.9,0.3036
STN-02,02-01-2021 02:00,2.4,185,103,-1,69.2,0.3775
STN-02,02-01-2021 03:00,1,86,104,-1.2,69.2,0.3609
STN-02,02-01-2021 04:00,0.8,45,99,-3,73.5,0.3328
STN-02,02-01-2021 05:00,1.1,84,104,-4.9,81.7,0.3526
STN-02,02-01-2021 06:00,1.4,141,131,-4.8,76.9,0.2946
STN-02,02-01-2021 07:00,1.9,234,154,-5.2,73.9,0.2179
STN-02,02-01-2021 08:00,3.5,380,206,-4.8,67.4,0.138
STN-02,02-01-2021 09:00,4.6,463,208,-2.6,60.9,0.1301
STN-02,02-01-2021 10:00,4,393,200,0.4,49.5,0.0726
STN-02,02-01-2021 11:00,3.8,316,184,3.3,42.4,0.0692
STN-02,02-01-2021 12:00,,308,185,3.1,42.4,0.0529
STN-02,02-01-2021 13:00,3.1,310,158,2.7,44.1,0.05
STN-02,02-01-2021 14:00,3.4,423,185,3.7,42.3,0.05
STN-02,02-01-2021 15:00,2.4,328,149,4.2,41.8,0.05
STN-02,02-01-2021 16:00,2.2,355,156,4.3,44.9,0.05
STN-02,02-01-2021 17:00,3.3,391,169,3.2,47.7,0.05
STN-02,02-01-2021 18:00,3.2,365,173,3.5,47.3,0.1113
STN-02,02-01-2021 19:00,4.3,475,215,2.7,50.8,0.1243
STN-02,02-01-2021 20:00,4.2,486,226,3.5,54,0.2256
STN-02,02-01-2021 21:00,3.3,387,215,2.8,57.5,0.2497
STN-02,02-01-2021 22:00,3.4,424,,1.9,59.2,0.2543
STN-02,02-01-2021 23:00,3.3,389,185,1.3,54.1,0.2002
STN-02,03-01-2021 00:00,1.7,245,159,2.1,56.2,0.2604
STN-02,03-01-2021 01:00,1.7,186,151,3,48.6,0.1903
STN-02,03-01-2021 02:00,2.4,276,,1.4,52.4,0.145
STN-02,03-01-2021 03:00,2,270,147,2.3,50.9,0.1482
STN-02,03-01-2021 04:00,0.9,208,139,0.9,55.8,0.1461
STN-02,03-01-2021 05:00,0.4,223,136,-0.6,,0.1121
STN-02,03-01-2021 06:00,0.3,237,151,-2.6,55.9,0.05
STN-02,03-01-2021 07:00,0.3,313,167,-1.9,54.4,0.05
STN-02,03-01-2021 08:00,2.1,540,215,-2.7,52,0.05
STN-02,03-01-2021 09:00,1.7,504,202,-1.9,49.4,0.05
STN-02,03-01-2021 10:00,2,590,220,0.2,45.8,0.05
STN-02,03-01-2021 11:00,1.5,506,202,1.9,47.6,0.05
STN-02,03-01-2021 12:00,2.3,426,190,3.5,45.2,0.05
STN-02,03-01-2021 13:00,2.5,476,189,4.2,43.4,0.05
STN-02,03-01-2021 14:00,,400,182,4.5,42.3,0.05
STN-02,03-01-2021 15:00,2.3,521,196,6.6,44.5,0.1342
STN-02,03-01-2021 16:00,2.1,440,187,5.7,42.8,0.0606
STN-02,03-01-2021 17:00,3,467,,5,,0.074
STN-02,03-01-2021 18:00,4.1,533,225,3.1,,0.05
STN-02,03-01-2021 19:00,4.1,514,242,1.4,49.1,0.05
STN-02,03-01-2021 20:00,3.4,555,241,0.6,54.3,0.0675
STN-02,03-01-2021 21:00,2.4,476,227,3,57,0.158
STN-02,03-01-2021 22:00,2.1,414,209,1.9,56.4,0.1246
STN-02,03-01-2021 23:00,1.4,362,193,1.2,62.6,0.1817
STN-02,04-01-2021 00:00,1.7,420,194,0.9,68.4,0.1988
STN-02,04-01-2021 01:00,1.7,419,176,2.7,72.8,0.301
STN-02,04-01-2021 02:00,1.1,312,159,2.7,74.3,0.2869
STN-02,04-01-2021 03:00,0.4,270,160,1.1,71.6,0.1989
STN-02,04-01-2021 04:00,0.2,182,148,2.2,69.1,
STN-02,04-01-2021 05:00,0,129,,1.8,66.2,0.1326
STN-02,04-01-2021 06:00,0,192,162,0.9,68.7,0.133
STN-02,04-01-2021 07:00,1.3,439,217,0.9,58.9,0.0619
STN-02,04-01-2021 08:00,3,662,246,1.8,61.7,0.1293
STN-02,04-01-2021 09:00,2.9,648,243,3.3,62.5,0.1948
STN-02,04-01-2021 10:00,3,629,231,5.3,61.2,0.2329
STN-02,04-01-2021 11:00,3,612,239,4.7,56.1,0.1141
STN-02,04-01-2021 12:00,2.9,576,217,6.2,53.1,0.1325
STN-02,04-01-2021 13:00,2,415,171,7.1,56.3,0.1842
STN-02,04-01-2021 14:00,1.9,441,178,8,49.5,0.1291
STN-02,04-01-2021 15:00,2.4,526,196,7.8,,0.0529
STN-02,04-01-2021 16:00,2.8,542,189,8.2,49.8,0.134
STN-02,04-01-2021 17:00,3,532,,8.2,52,0.1685
STN-02,04-01-2021 18:00,3.9,491,182,5.9,57.9,0.2066
STN-02,04-01-2021 19:00,4.1,464,175,4,57.5,0.1789
STN-02,04-01-2021 20:00,4.1,437,171,4.3,56.1,0.1952
STN-02,04-01-2021 21:00,2.3,268,144,2.8,55.7,0.1787
STN-02,04-01-2021 22:00,1.8,136,119,2.3,62.3,0.2478
STN-02,04-01-2021 23:00,1.2,2,88,2.8,62.7,0.2818
STN-02,05-01-2021 00:00,1.4,46,103,3.4,61,0.3043
STN-02,05-01-2021 01:00,2.2,99,111,3.6,,0.2721
STN-02,05-01-2021 02:00,1.2,85,107,2.1,67.7,0.2917
STN-02,05-01-2021 03:00,0.7,35,113,3.1,66.8,0.323
STN-02,05-01-2021 04:00,0,1,64,1.5,69.4,0.3405
STN-02,05-01-2021 05:00,0,1,53,1.8,68.4,0.3189
STN-02,05-01-2021 06:00,0,1,55,3.5,70.3,0.401
STN-02,05-01-2021 07:00,0.7,23,85,5.1,63.5,0.4136
STN-02,05-01-2021 08:00,1.7,266,136,7.8,60.3,0.4457
STN-02,05-01-2021 09:00,3,402,157,9.7,62.9,0.5733
STN-02,05-01-2021 10:00,1.4,282,137,11.4,56.6,0.551
STN-02,05-01-2021 11:00,,363,159,14.4,52.8,0.5874
STN-02,05-01-2021 12:00,3.1,392,157,15.4,47.9,0.545
STN-02,05-01-2021 13:00,3,313,144,14.9,49.9,0.5467
STN-02,05-01-2021 14:00,2.1,188,115,15.1,47.3,0.5464
STN-02,05-01-2021 15:00,1.7,183,122,16.1,51.7,0.6329
STN-02,05-01-2021 16:00,2.4,290,143,15.5,58.2,0.6804
STN-02,05-01-2021 17:00,2.2,274,152,15.1,63.5,0.7404
STN-02,05-01-2021 18:00,2.7,290,141,13.1,67.6,0.7617
STN-02,05-01-2021 19:00,2.3,242,124,10.3,68.9,0.7581
STN-02,05-01-2021 20:00,2.6,180,129,10.9,69.4,0.7771
STN-02,05-01-2021 21:00,2,122,127,8.9,71.2,0.7494
STN-02,05-01-2021 22:00,1.3,75,110,8.1,74.3,0.7667
STN-02,05-01-2021 23:00,2.5,224,132,7.5,75.5,0.7545
STN-02,06-01-2021 00:00,2,129,110,7,75.4,0.7698
STN-02,06-01-2021 01:00,1.1,1,77,5.1,80.8,0.748
STN-02,06-01-2021 02:00,0.2,1,56,5,81.3,0.7467
STN-02,06-01-2021 03:00,0.4,1,71,5.2,81.6,0.7847
STN-02,06-01-2021 04:00,0.3,1,46,3.7,,0.6489
STN-02,06-01-2021 05:00,1.4,110,85,4.1,71.2,0.6182
STN-02,06-01-2021 06:00,0.8,56,78,4.1,69.6,0.6194
STN-02,06-01-2021 07:00,1.6,,110,5,68.7,0.6318
STN-02,06-01-2021 08:00,2.3,324,134,6.7,58.9,0.611
STN-02,06-01-2021 09:00,2.5,299,142,8.1,55.9,0.6306
STN-02,06-01-2021 10:00,2.6,303,142,11.3,46.4,0.6281
STN-02,06-01-2021 11:00,3,283,134,12.5,47.2,0.655
STN-02,06-01-2021 12:00,3,245,128,14.9,38.2,0.65
STN-02,06-01-2021 13:00,3.3,286,126,14.6,34.8,0.586
STN-02,06-01-2021 14:00,2.7,241,107,15.4,32.2,0.5687
STN-02,06-01-2021 15:00,3,288,122,18.1,33.4,0.6659
STN-02,06-01-2021 16:00,3.4,289,122,18.7,35.2,0.7226
STN-02,06-01-2021 17:00,3.9,372,164,18.1,37.9,0.7603
STN-02,06-01-2021 18:00,4.2,389,172,17.7,36.7,0.7928
STN-02,06-01-2021 19:00,3.9,403,183,15.7,38,0.7711
STN-02,06-01-2021 20:00,3.5,354,185,13.5,42.9,0.7391
STN-02,06-01-2021 21:00,2.4,314,172,11.3,43.8,0.6781
STN-02,06-01-2021 22:00,2.5,335,160,11.5,46.4,0.696
STN-02,06-01-2021 23:00,2.5,304,168,12.3,44.5,0.7164
STN-02,07-01-2021 00:00,2.3,362,183,11.8,49.2,0.7126
STN-02,07-01-2021 01:00,1.9,299,155,13.7,50.4,0.8504
STN-02,07-01-2021 02:00,1.3,125,107,12.8,51,0.8286
STN-02,07-01-2021 03:00,1.4,130,103,12.4,54.3,0.8324
STN-02,07-01-2021 04:00,1.7,128,98,11.4,57.6,0.8195
STN-02,07-01-2021 05:00,1.9,90,102,10.7,64.2,0.8548
STN-02,07-01-2021 06:00,3.1,280,141,11.5,67.6,0.9346
STN-02,07-01-2021 07:00,3.4,355,150,11.8,68.2,0.9529
STN-02,07-01-2021 08:00,4.4,477,179,12.2,67.7,0.987
STN-02,07-01-2021 09:00,5.1,638,207,13,61.1,0.9134
STN-02,07-01-2021 10:00,3.9,553,186,16.1,,0.9605
STN-02,07-01-2021 11:00,4.8,641,200,20.3,49.6,0.9355
STN-02,07-01-2021 12:00,4,572,195,20.2,49.7,0.8954
STN-02,07-01-2021 13:00,4,531,176,20.5,43.4,0.835
STN-02,07-01-2021 14:00,3.2,409,163,18.5,39,0.7457
STN-02,07-01-2021 15:00,3.1,341,156,19.6,37.3,0.765
STN-02,07-01-2021 16:00,3.5,417,181,19.8,37.4,0.7372
STN-02,07-01-2021 17:00,3,,175,19.6,42.8,0.7808
STN-02,07-01-2021 18:00,4.3,388,165,19.4,47.9,0.8704
STN-02,07-01-2021 19:00,4.6,441,179,17.2,55.2,0.8673
STN-02,07-01-2021 20:00,5.1,526,189,16.3,63.7,0.9758
STN-02,07-01-2021 21:00,3.1,386,157,15.7,72.2,1.0328
STN-02,07-01-2021 22:00,2.2,241,123,16.3,71.2,1.0432
STN-02,07-01-2021 23:00,10.78930334,40,88,15.4,67.9,0.9705
STN-02,08-01-2021 00:00,1.1,83,96,13.7,75,1.0009
STN-02,08-01-2021 01:00,1.2,37,97,13.8,72,0.9637
STN-02,08-01-2021 02:00,0.6,1,73,12.4,68.9,0.8862
STN-02,08-01-2021 03:00,0.4,1,72,11.8,68.8,0.8838
STN-02,08-01-2021 04:00,0.4,1,82,9.5,69.8,0.7946
STN-02,08-01-2021 05:00,1.5,160,109,11.2,74.3,0.89
STN-02,08-01-2021 06:00,1.6,278,133,11.6,74.8,0.9298
STN-02,08-01-2021 07:00,1.9,382,150,12.6,71.6,0.9435
STN-02,08-01-2021 08:00,2.9,506,169,13,69.8,0.9447
STN-02,08-01-2021 09:00,1.9,1832.968469,174,14.8,62.9,0.9361
STN-02,08-01-2021 10:00,1.5,410,171,18.4,51.6,0.9202
STN-02,08-01-2021 11:00,0.4,287,156,19.5,46.2,0.8939
STN-02,08-01-2021 12:00,0.6,281,151,20,41.8,0.8669
STN-02,08-01-2021 13:00,0.4,314,162,19.6,41.4,0.8153
STN-02,08-01-2021 14:00,0,126,130,20.2,39.7,0.7905
STN-02,08-01-2021 15:00,0,90,131,18.8,,0.7635
STN-02,08-01-2021 16:00,0,1,101,19.1,38.2,0.7347
STN-02,08-01-2021 17:00,0,1,125,17.2,39.7,0.6836
STN-02,08-01-2021 18:00,0,1,123,14.7,48.5,0.6943
STN-02,08-01-2021 19:00,0.4,76,125,14.4,53.9,0.7422
STN-02,08-01-2021 20:00,0.3,39,119,14.1,54.3,0.766
STN-02,08-01-2021 21:00,0,1,102,13.3,57.4,0.7945
STN-02,08-01-2021 22:00,0,1,67,12.4,58.1,0.7336
STN-02,08-01-2021 23:00,0,1,73,10.8,64.7,0.7619
STN-02,09-01-2021 00:00,0,1,79,11.2,58.3,0.6936
STN-02,09-01-2021 01:00,0,1,60,10.9,58.4,0.6536
STN-02,09-01-2021 02:00,0,1,61,9,60.2,0.62
STN-02,09-01-2021 03:00,0,1,54,8.3,60.4,0.6137
STN-02,09-01-2021 04:00,0,1,19,4.8,65.4,0.5512
STN-02,09-01-2021 05:00,0,1,42,4.3,67.9,0.5436
STN-02,09-01-2021 06:00,0,1,39,3.2,73,0.5615
STN-02,09-01-2021 07:00,0,1,58,2,71.3,0.5205
STN-02,09-01-2021 08:00,0,1,78,3.2,69,0.5283
STN-02,09-01-2021 09:00,0,1,74,6.3,63.8,0.5663
STN-02,09-01-2021 10:00,0,1,93,9.3,,0.6034
STN-02,09-01-2021 11:00,0,1,115,12.3,48.1,0.5669
STN-02,09-01-2021 12:00,0.5,55,132,13.4,47.9,
STN-02,09-01-2021 13:00,0.5,12,127,,39.8,0.4756
STN-02,09-01-2021 14:00,1.1,75,152,12,46,0.4722
STN-02,09-01-2021 15:00,1,73,138,12.4,43.4,
STN-02,09-01-2021 16:00,1.5,70,121,12.9,44.5,0.4735
STN-02,09-01-2021 17:00,1.6,125,142,11.5,48.3,0.5093
STN-02,09-01-2021 18:00,2.7,243,167,8.1,54.7,0.4905
STN-02,09-01-2021 19:00,3.3,213,165,6.1,58.3,0.4842
STN-02,09-01-2021 20:00,3.9,,184,5.8,61.1,0.5361
STN-02,09-01-2021 21:00,2.1,189,150,4.7,57.4,0.433
STN-02,09-01-2021 22:00,2.3,246,167,5.7,51.4,0.3857
STN-02,09-01-2021 23:00,3,341,170,6.4,57.3,0.481
STN-02,10-01-2021 00:00,3.2,,185,4.7,60.5,0.4401
STN-02,10-01-2021 01:00,,280,150,4.2,63.1,0.4239
STN-02,10-01-2021 02:00,1.4,251,116,4.4,,0.3807
STN-02,10-01-2021 03:00,1.2,261,150,2.9,63.5,0.3699
STN-02,10-01-2021 04:00,1.6,270,137,1.7,65.4,0.3499
STN-02,10-01-2021 05:00,1.5,204,135,2.8,69.1,0.4409
STN-02,10-01-2021 06:00,0.8,165,130,1.3,71.9,0.4099
STN-02,10-01-2021 07:00,2.9,356,167,4.3,64.8,0.4429
STN-02,10-01-2021 08:00,3.4,439,185,5.9,57.8,0.4039
STN-02,10-01-2021 09:00,3.1,360,178,8.4,50.3,0.4178
STN-02,10-01-2021 10:00,3.1,405,,11.8,46.5,0.487
STN-02,10-01-2021 11:00,2.5,344,183,13.2,45.3,0.4744
STN-02,10-01-2021 12:00,2.1,314,166,14,39.9,0.442
STN-02,10-01-2021 13:00,1.3,177,128,45.60925434,43,0.4641
