Station_ID,Timestamp,CO_Channel,NOx_Channel,NO2_Channel,Ambient_Temperature,Relative_Humidity,Absolute_Humidity
SC2-01,2022-10-14 05:00:00,1.8364374407205963,1.0,2.0,20.7,70.1,1.7272
SC2-01,2022-10-14 06:00:00,1.250081184792656,1.0,1.0,19.1,72.4,1.6974
SC2-01,2022-10-14 07:00:00,2.1637249288647156,90.0,40.0,19.0,76.7,1.717
SC2-01,2022-10-14 08:00:00,3.677368672936775,,86.0,20.4,71.1,1.724
SC2-01,2022-10-14 09:00:00,3.5910124170088347,305.0,90.0,24.0,60.2,1.7528
SC2-01,2022-10-14 10:00:00,3.004656161080894,331.0,92.0,26.8,48.2,1.7015
SC2-01,2022-10-14 11:00:00,3.6182999051529543,378.0,110.0,30.8,42.5,1.7449
SC2-01,2022-10-14 12:00:00,3.731943649225014,407.0,113.0,32.1,41.9,1.7612
SC2-01,2022-10-14 13:00:00,3.2455873932970736,412.0,106.0,31.3,42.5,1.7244
SC2-01,2022-10-14 14:00:00,2.759231137369133,260.0,54.0,32.1,43.9,1.7513
SC2-01,2022-10-14 15:00:00,3.2728748814411928,297.0,81.0,32.4,42.5,1.7416
SC2-01,2022-10-14 16:00:00,2.8865186255132524,291.0,75.0,32.8,39.8,1.7051
SC2-01,2022-10-14 17:00:00,3.000162369585312,206.0,70.0,31.7,44.3,1.702
SC2-01,2022-10-14 18:00:00,3.9138061136573716,332.0,97.0,29.2,49.8,1.727
SC2-01,2022-10-14 19:00:00,4.027449857729431,331.0,90.0,27.7,50.9,1.6954
SC2-01,2022-10-14 20:00:00,4.241093601801491,330.0,93.0,28.7,52.8,1.7828
SC2-01,2022-10-14 21:00:00,2.2547373458735507,195.0,66.0,27.4,54.5,1.7932
SC2-01,2022-10-14 22:00:00,2.06838108994561,116.0,43.0,28.0,53.8,1.8476
SC2-01,2022-10-14 23:00:00,3.08202483401767,160.0,38.0,26.2,63.4,1.9063
SC2-01,2022-10-15 00:00:00,2.0956685780897293,103.0,9.0,25.1,66.5,1.9392
SC2-01,2022-10-15 01:00:00,2.2093123221617894,176.0,6.0,23.6,72.3,1.9636
SC2-01,2022-10-15 02:00:00,1.1229560662338487,119.0,1.0,23.3,71.9,1.9318
SC2-01,2022-10-15 03:00:00,2.0365998103059084,187.0,21.0,24.0,70.0,1.9202
SC2-01,2022-10-15 04:00:00,1.550243554377968,98.0,1.0,22.7,73.3,1.9094
SC2-01,2022-10-15 05:00:00,1.6638872984500277,53.0,5.0,21.6,73.6,1.9059
SC2-01,2022-10-15 06:00:00,1.6775310425220873,1.0,7.0,21.1,75.6,1.8885
SC2-01,2022-10-15 07:00:00,1.6911747865941469,8.0,8.0,20.3,78.5,1.9192
SC2-01,2022-10-15 08:00:00,2.9048185306662067,231.0,45.0,21.4,79.8,1.9755
SC2-01,2022-10-15 09:00:00,4.818462274738266,392.0,74.0,22.1,84.4,2.0601
SC2-01,2022-10-15 10:00:00,4.632106018810325,461.0,110.0,24.9,74.2,2.007
SC2-01,2022-10-15 11:00:00,4.345749762882385,459.0,120.0,25.5,,1.9484
SC2-01,2022-10-15 12:00:00,3.7593935069544453,403.0,107.0,26.0,62.6,1.8738
SC2-01,2022-10-15 13:00:00,4.273037251026505,515.0,116.0,26.5,60.2,1.0369902813747078
SC2-01,2022-10-15 14:00:00,3.886680995098564,434.0,102.0,26.1,61.6,1.8564
SC2-01,2022-10-15 15:00:00,3.9003247391706237,420.0,84.0,27.1,61.0,1.8755
SC2-01,2022-10-15 16:00:00,4.113968483242684,442.0,100.0,25.4,63.3,1.8917
SC2-01,2022-10-15 17:00:00,3.8276122273147433,440.0,123.0,24.2,61.8,1.8502
SC2-01,2022-10-15 18:00:00,4.641255971386803,411.0,121.0,23.0,70.1,1.9346
SC2-01,2022-10-15 19:00:00,4.754899715458862,388.0,116.0,22.0,76.1,1.9885
SC2-01,2022-10-15 20:00:00,4.8685434595309225,353.0,,21.6,77.2,2.034
SC2-01,2022-10-15 21:00:00,4.582187203602982,277.0,90.0,21.3,81.1,2.0571
SC2-01,2022-10-15 22:00:00,4.295830947675041,205.0,75.0,22.2,74.6,2.0309
SC2-01,2022-10-15 23:00:00,5.009474691747101,235.0,71.0,23.6,75.5,2.0762
SC2-01,2022-10-16 00:00:00,5.223118435819161,266.0,78.0,23.3,74.9,2.0793
SC2-01,2022-10-16 01:00:00,4.436762179891221,137.0,51.0,23.0,74.4,2.0488
SC2-01,2022-10-16 02:00:00,3.95040592396328,116.0,27.0,22.8,74.3,2.0229
SC2-01,2022-10-16 03:00:00,4.46404966803534,163.0,46.0,22.2,71.8,1.9651
SC2-01,2022-10-16 04:00:00,,65.0,8.0,21.2,74.5,1.9822
SC2-01,2022-10-16 05:00:00,3.191337156179459,106.0,1.0,21.1,74.7,1.9873
SC2-01,2022-10-16 06:00:00,3.6049809002515185,125.0,10.0,21.6,75.3,2.0199
SC2-01,2022-10-16 07:00:00,4.5186246443235785,202.0,30.0,22.8,69.8,1.9901
SC2-01,2022-10-16 08:00:00,5.632268388395637,327.0,62.0,22.8,69.0,1.9936
SC2-01,2022-10-16 09:00:00,6.145912132467697,377.0,93.0,22.2,67.1,1.9972
SC2-01,2022-10-16 10:00:00,5.959555876539756,,93.0,25.0,61.0,1.9761
SC2-01,2022-10-16 11:00:00,5.1731996206118165,301.0,71.0,28.1,53.7,1.981
SC2-01,2022-10-16 12:00:00,5.286843364683877,265.0,65.0,29.8,50.1,1.9838
SC2-01,2022-10-16 13:00:00,4.800487108755936,233.0,57.0,29.7,47.9,1.9399
SC2-01,2022-10-16 14:00:00,5.314130852827996,357.0,86.0,29.8,50.6,1.9318
SC2-01,2022-10-16 15:00:00,4.427774596900055,301.0,72.0,30.3,51.7,1.9652
SC2-01,2022-10-16 16:00:00,4.141418340972115,288.0,69.0,28.9,61.6,2.0476
SC2-01,2022-10-16 17:00:00,4.255062085044174,247.0,59.0,27.3,64.2,2.0408
SC2-01,2022-10-16 18:00:00,5.068705829116234,313.0,75.0,26.4,68.4,2.1164
SC2-01,2022-10-16 19:00:00,4.882349573188294,339.0,97.0,23.8,68.7,2.0441
SC2-01,2022-10-16 20:00:00,4.695993317260354,331.0,86.0,21.6,76.6,2.088
SC2-01,2022-10-16 21:00:00,4.109637061332413,,98.0,19.6,82.6,2.0828
SC2-01,2022-10-16 22:00:00,2.723280805404473,177.0,64.0,18.9,83.0,2.0834
SC2-01,2022-10-16 23:00:00,3.3369245494765325,287.0,77.0,18.4,89.0,2.1506
SC2-01,2022-10-17 00:00:00,3.450568293548592,216.0,74.0,19.7,88.1,2.1961
SC2-01,2022-10-17 01:00:00,2.8642120376206517,170.0,55.0,19.5,84.8,2.1675
SC2-01,2022-10-17 02:00:00,2.9778557816927114,114.0,63.0,19.0,81.1,2.1089
SC2-01,2022-10-17 03:00:00,2.591499525764771,121.0,61.0,18.5,84.5,2.1061
SC2-01,2022-10-17 04:00:00,3.7051432698368307,162.0,59.0,18.6,85.4,2.0853
SC2-01,2022-10-17 05:00:00,3.91878701390889,169.0,57.0,18.2,84.9,2.0786
SC2-01,2022-10-17 06:00:00,3.9324307579809497,186.0,63.0,18.2,89.5,2.1416
SC2-01,2022-10-17 07:00:00,5.246074502053009,382.0,93.0,19.7,86.1,2.1801
SC2-01,2022-10-17 08:00:00,6.259718246125068,507.0,114.0,22.3,81.0,2.2096
SC2-01,2022-10-17 09:00:00,4.973361990197128,393.0,109.0,23.2,71.1,2.1563
SC2-01,2022-10-17 10:00:00,4.4870057342691885,437.0,113.0,24.6,68.6,2.2034
SC2-01,2022-10-17 11:00:00,4.500649478341248,379.0,122.0,26.2,59.0,2.1601
SC2-01,2022-10-17 12:00:00,3.714293222413308,331.0,106.0,26.6,53.9,2.1022
SC2-01,2022-10-17 13:00:00,3.4279369664853676,246.0,84.0,26.5,51.1,2.0513
SC2-01,2022-10-17 14:00:00,2.641580710557427,223.0,79.0,27.9,50.4,2.076
SC2-01,2022-10-17 15:00:00,2.3552244546294867,128.0,71.0,27.5,54.8,2.1034
SC2-01,2022-10-17 16:00:00,2.668868198701546,159.0,77.0,26.6,52.8,2.0511
SC2-01,2022-10-17 17:00:00,3.5825119427736056,208.0,87.0,25.8,54.0,2.0702
SC2-01,2022-10-17 18:00:00,4.396155686845665,264.0,86.0,24.9,,2.1511
SC2-01,2022-10-17 19:00:00,4.709799430917725,334.0,96.0,22.9,67.2,2.215
SC2-01,2022-10-17 20:00:00,4.823443174989785,351.0,95.0,22.4,69.3,2.2338
SC2-01,2022-10-17 21:00:00,4.737086919061844,340.0,81.0,22.4,68.6,2.2349
SC2-01,2022-10-17 22:00:00,3.150730663133904,195.0,52.0,20.8,70.0,2.2116
SC2-01,2022-10-17 23:00:00,2.6643744072059636,140.0,33.0,,73.7,2.2262
SC2-01,2022-10-18 00:00:00,2.578018151278023,7.0,17.0,20.6,74.0,2.2291
SC2-01,2022-10-18 01:00:00,2.791661895350083,58.0,37.0,19.4,69.2,2.1358
SC2-01,2022-10-18 02:00:00,3.1053056394221423,101.0,20.0,17.7,73.5,2.1352
SC2-01,2022-10-18 03:00:00,,99.0,28.0,16.6,80.4,2.1769
SC2-01,2022-10-18 04:00:00,,,15.0,16.2,82.0,2.1679
SC2-01,2022-10-18 05:00:00,3.046236871638322,143.0,17.0,16.0,79.8,2.1209
SC2-01,2022-10-18 06:00:00,3.159880615710381,130.0,37.0,15.9,78.9,2.1089
SC2-01,2022-10-18 07:00:00,3.573524359782441,167.0,47.0,17.6,72.2,2.0965
SC2-01,2022-10-18 08:00:00,4.2871681038545,274.0,51.0,18.2,,2.0552
SC2-01,2022-10-18 09:00:00,4.20081184792656,271.0,46.0,19.6,59.4,
SC2-01,2022-10-18 10:00:00,3.51445559199862,273.0,37.0,23.1,51.0,2.0606
SC2-01,2022-10-18 11:00:00,4.428099336070679,305.0,56.0,26.0,46.1,2.0608
SC2-01,2022-10-18 12:00:00,5.341743080142739,353.0,67.0,25.9,47.1,2.04
SC2-01,2022-10-18 13:00:00,6.055386824214798,322.0,59.0,26.3,48.4,2.0329
SC2-01,2022-10-18 14:00:00,,288.0,80.0,26.4,46.9,2.0137
SC2-01,2022-10-18 15:00:00,6.182674312358918,380.0,,26.2,47.9,2.0008
SC2-01,2022-10-18 16:00:00,5.7963180564309775,367.0,86.0,24.6,49.3,1.9333
SC2-01,2022-10-18 17:00:00,6.209961800503037,452.0,120.0,24.4,51.8,1.9549
SC2-01,2022-10-18 18:00:00,6.923605544575096,510.0,141.0,22.8,52.3,1.9181
SC2-01,2022-10-18 19:00:00,5.637249288647157,400.0,106.0,21.6,51.7,1.8638
SC2-01,2022-10-18 20:00:00,5.450893032719216,375.0,93.0,20.4,57.6,1.8874
SC2-01,2022-10-18 21:00:00,4.864536776791276,373.0,76.0,19.5,57.2,1.8965
SC2-01,2022-10-18 22:00:00,5.078180520863335,323.0,52.0,18.9,61.7,1.9333
SC2-01,2022-10-18 23:00:00,3.9918242649353948,182.0,19.0,17.2,66.4,1.9391
SC2-01,2022-10-19 00:00:00,4.805468009007455,352.0,63.0,18.8,57.8,1.9004
SC2-01,2022-10-19 01:00:00,4.519111753079514,296.0,43.0,18.7,56.4,1.8497
SC2-01,2022-10-19 02:00:00,3.232755497151574,170.0,1.0,16.6,55.9,1.7705
SC2-01,2022-10-19 03:00:00,2.846399241223634,142.0,1.0,17.7,56.5,1.8109
SC2-01,2022-10-19 04:00:00,3.560042985295693,,1.0,17.1,54.4,1.7238
SC2-01,2022-10-19 05:00:00,3.373686729367753,149.0,1.0,16.7,59.6,1.7492
SC2-01,2022-10-19 06:00:00,3.4873304734398127,230.0,8.0,15.3,60.7,1.6944
SC2-01,2022-10-19 07:00:00,5.100974217511872,406.0,54.0,17.2,62.5,1.7602
SC2-01,2022-10-19 08:00:00,5.914617961583931,527.0,78.0,16.7,60.8,1.7034
SC2-01,2022-10-19 09:00:00,6.028261705655992,543.0,74.0,17.5,53.6,1.6591
SC2-01,2022-10-19 10:00:00,5.4419054497280515,462.0,65.0,18.6,50.2,1.6172
SC2-01,2022-10-19 11:00:00,4.75554919380011,476.0,75.0,20.2,42.0,1.5358
SC2-01,2022-10-19 12:00:00,4.06919293787217,398.0,55.0,19.7,46.4,1.563
SC2-01,2022-10-19 13:00:00,3.98283668194423,373.0,39.0,20.5,41.2,1.5628
SC2-01,2022-10-19 14:00:00,3.696480426016289,362.0,37.0,20.2,40.9,1.539
SC2-01,2022-10-19 15:00:00,4.510124170088349,416.0,,21.2,41.5,1.565
SC2-01,2022-10-19 16:00:00,4.623767914160409,380.0,79.0,21.3,41.5,1.5449
SC2-01,2022-10-19 17:00:00,5.237411658232468,435.0,99.0,19.4,38.6,1.4068
SC2-01,2022-10-19 18:00:00,6.151055402304529,503.0,115.0,18.3,45.2,1.4437
SC2-01,2022-10-19 19:00:00,6.2646991463765875,494.0,114.0,17.9,45.3,1.4486
SC2-01,2022-10-19 20:00:00,5.878342890448647,468.0,89.0,16.5,50.6,1.4806
SC2-01,2022-10-19 21:00:00,5.391986634520707,459.0,100.0,16.3,49.0,1.4125
SC2-01,2022-10-19 22:00:00,5.405630378592766,125.48036829741295,100.0,16.3,49.0,1.4125
SC2-01,2022-10-19 23:00:00,4.819274122664826,383.0,84.0,15.6,51.1,1.3987
SC2-01,2022-10-20 00:00:00,,410.0,100.0,15.6,55.3,1.4524
SC2-01,2022-10-20 01:00:00,4.646561610808946,361.0,,15.6,55.2,1.4504
SC2-01,2022-10-20 02:00:00,4.160205354881006,308.0,62.0,13.7,53.3,1.3884
SC2-01,2022-10-20 03:00:00,4.573849098953065,408.0,89.0,13.3,60.1,1.4316
SC2-01,2022-10-20 04:00:00,,343.0,70.0,13.3,62.1,1.4439
SC2-01,2022-10-20 05:00:00,4.501136587097184,352.0,79.0,13.8,62.9,1.4474
SC2-01,2022-10-20 06:00:00,4.714780331169244,350.0,84.0,12.7,64.4,1.411
SC2-01,2022-10-20 07:00:00,6.528424075241304,495.0,109.0,14.8,65.2,
SC2-01,2022-10-20 08:00:00,,585.0,118.0,17.0,66.6,1.5961
SC2-01,2022-10-20 09:00:00,6.755711563385422,599.0,129.0,17.7,61.6,1.5814
SC2-01,2022-10-20 10:00:00,6.769355307457482,589.0,117.0,20.2,58.1,1.6147
SC2-01,2022-10-20 11:00:00,6.182999051529542,454.0,109.0,23.4,55.3,1.6634
SC2-01,2022-10-20 12:00:00,6.396642795601602,460.0,124.0,24.8,48.4,1.6155
SC2-01,2022-10-20 13:00:00,6.210286539673661,413.0,113.0,25.4,48.6,1.6431
SC2-01,2022-10-20 14:00:00,6.623930283745722,406.0,102.0,27.4,42.4,1.6141
SC2-01,2022-10-20 15:00:00,6.637574027817781,348.0,104.0,26.2,46.9,1.5958
SC2-01,2022-10-20 16:00:00,6.351217771889839,372.0,137.0,27.2,41.5,1.5693
SC2-01,2022-10-20 17:00:00,6.4648615159619,320.0,135.0,28.2,39.1,1.5998
SC2-01,2022-10-20 18:00:00,7.5785052600339595,,140.0,27.7,42.8,1.6385
SC2-01,2022-10-20 19:00:00,7.3921490041060185,398.0,139.0,26.5,43.7,1.6076
SC2-01,2022-10-20 20:00:00,7.605792748178079,458.0,151.0,24.5,48.5,1.6084
SC2-01,2022-10-20 21:00:00,7.119436492250138,483.0,148.0,22.3,57.1,1.6415
SC2-01,2022-10-20 22:00:00,5.933080236322198,349.0,119.0,22.2,61.1,
SC2-01,2022-10-20 23:00:00,6.246723980394258,285.0,80.0,21.0,70.6,1.7698
SC2-01,2022-10-21 00:00:00,5.760367724466317,246.0,52.0,19.8,71.3,1.6971
SC2-01,2022-10-21 01:00:00,5.074011468538377,189.0,46.0,18.4,72.5,1.6634
SC2-01,2022-10-21 02:00:00,4.587655212610437,195.0,37.0,18.9,75.1,1.681
SC2-01,2022-10-21 03:00:00,4.801298956682496,232.0,54.0,18.2,69.8,1.6072
SC2-01,2022-10-21 04:00:00,4.7149427007545555,192.0,34.0,17.7,68.3,1.5957
SC2-01,2022-10-21 05:00:00,5.328586444826615,253.0,45.0,18.5,64.5,1.5852
SC2-01,2022-10-21 06:00:00,4.642230188898675,177.0,29.0,18.1,65.1,1.5562
SC2-01,2022-10-21 07:00:00,4.755873932970735,204.0,41.0,18.3,61.3,1.5521
SC2-01,2022-10-21 08:00:00,6.669517677042794,366.0,82.0,19.1,58.4,1.527
SC2-01,2022-10-21 09:00:00,6.283161421114854,304.0,61.0,20.1,56.9,1.5434
SC2-01,2022-10-21 10:00:00,6.196805165186914,310.0,63.0,24.0,50.7,1.5972
SC2-01,2022-10-21 11:00:00,5.410448909258973,271.0,60.0,25.7,43.4,1.5819
SC2-01,2022-10-21 12:00:00,4.824092653331032,187.0,,26.7,42.3,1.5277
SC2-01,2022-10-21 13:00:00,5.437736397403093,,70.0,27.9,37.5,1.4904
SC2-01,2022-10-21 14:00:00,4.351380141475152,114.0,74.0,26.5,33.6,1.3711
SC2-01,2022-10-21 15:00:00,3.9650238855472115,52.0,59.0,,35.3,1.3852
SC2-01,2022-10-21 16:00:00,4.578667629619272,168.0,72.0,25.7,41.1,
SC2-01,2022-10-21 17:00:00,5.292311373691331,226.0,90.0,25.2,43.2,1.4338
SC2-01,2022-10-21 18:00:00,6.60595511776339,271.0,103.0,23.1,42.4,1.3781
SC2-01,2022-10-21 19:00:00,7.119598861835451,,122.0,21.2,40.5,1.3026
SC2-01,2022-10-21 20:00:00,6.63324260590751,311.0,102.0,19.8,44.7,1.2929
SC2-01,2022-10-21 21:00:00,5.74688634997957,299.0,103.0,17.7,45.0,
SC2-01,2022-10-21 22:00:00,5.160530094051629,204.0,79.0,16.5,53.1,1.3
SC2-01,2022-10-21 23:00:00,5.674173838123689,256.0,78.0,17.0,57.3,1.3262
SC2-01,2022-10-22 00:00:00,2.7378175821957482,1.0,1.0,17.4,,1.3594
SC2-01,2022-10-22 01:00:00,2.751461326267808,1.0,1.0,15.1,61.2,1.2918
SC2-01,2022-10-22 02:00:00,2.765105070339868,1.0,1.0,15.4,63.9,1.3414
SC2-01,2022-10-22 03:00:00,2.7787488144119274,1.0,1.0,14.7,68.8,1.3397
SC2-01,2022-10-22 04:00:00,7.142392558483987,332.0,63.0,15.5,66.5,1.371
SC2-01,2022-10-22 05:00:00,6.456036302556047,300.0,51.0,14.1,67.5,1.369
SC2-01,2022-10-22 06:00:00,5.3696800466281065,200.0,33.0,13.7,69.5,1.3645
SC2-01,2022-10-22 07:00:00,6.083323790700166,209.0,41.0,13.9,65.3,1.2945
SC2-01,2022-10-22 08:00:00,6.896967534772225,360.0,74.0,14.4,65.4,1.3076
SC2-01,2022-10-22 09:00:00,6.810611278844285,292.0,67.0,,63.8,1.3272
SC2-01,2022-10-22 10:00:00,6.5242550229163445,283.0,70.0,17.6,52.8,1.2824
SC2-01,2022-10-22 11:00:00,5.137898766988404,90.0,,19.1,44.4,1.22
SC2-01,2022-10-22 12:00:00,4.651542511060464,1.0,31.0,19.7,41.7,1.1778
SC2-01,2022-10-22 13:00:00,4.865186255132524,1.0,32.0,19.1,42.7,1.1378
SC2-01,2022-10-22 14:00:00,,,27.0,18.3,45.2,1.1407
SC2-01,2022-10-22 15:00:00,4.392473743276643,1.0,15.0,18.5,49.6,1.1644
SC2-01,2022-10-22 16:00:00,4.906117487348703,1.0,3.0,19.9,58.3,1.2812
SC2-01,2022-10-22 17:00:00,5.919761231420763,87.0,38.0,18.6,63.8,1.3381
SC2-01,2022-10-22 18:00:00,,116.0,47.0,16.6,68.9,1.358
SC2-01,2022-10-22 19:00:00,6.447048719564881,207.0,68.0,13.8,73.0,
SC2-01,2022-10-22 20:00:00,5.360692463636941,194.0,72.0,11.9,71.9,1.3368
SC2-01,2022-10-22 21:00:00,5.474336207709001,238.0,76.0,12.7,74.6,1.3619
SC2-01,2022-10-22 22:00:00,3.9879799517810604,160.0,73.0,11.3,76.4,1.3559
SC2-01,2022-10-22 23:00:00,5.701623695853121,280.0,83.0,10.9,82.7,1.4295
SC2-01,2022-10-23 00:00:00,5.71526743992518,286.0,75.0,10.6,87.1,1.5186
SC2-01,2022-10-23 01:00:00,5.52891118399724,335.0,89.0,8.9,92.8,1.4832
SC2-01,2022-10-23 02:00:00,6.2425549280693,379.0,85.0,8.9,94.4,1.4934
SC2-01,2022-10-23 03:00:00,6.356198672141359,384.0,72.0,10.5,88.2,1.4937
SC2-01,2022-10-23 04:00:00,7.1698424162134184,457.0,67.0,10.9,84.9,1.4892
SC2-01,2022-10-23 05:00:00,7.783486160285478,605.0,93.0,11.6,84.9,1.4759
SC2-01,2022-10-23 06:00:00,7.383486160285478,556.0,107.0,10.2,92.7,1.5104
SC2-01,2022-10-23 07:00:00,8.283486160285477,599.0,117.0,9.8,94.2,1.5457
SC2-01,2022-10-23 08:00:00,9.083486160285478,633.0,131.0,9.9,90.9,1.5183
SC2-01,2022-10-23 09:00:00,8.983486160285478,609.0,132.0,11.7,80.9,1.5003
SC2-01,2022-10-23 10:00:00,7.783486160285478,506.0,115.0,15.2,75.9,1.5535
SC2-01,2022-10-23 11:00:00,6.983486160285478,435.0,100.0,17.2,69.3,1.4989
SC2-01,2022-10-23 12:00:00,7.083486160285478,437.0,96.0,18.9,69.3,1.5249
SC2-01,2022-10-23 13:00:00,5.783486160285478,271.0,64.0,20.4,62.7,1.487
SC2-01,2022-10-23 14:00:00,4.983486160285478,150.0,41.0,18.9,66.1,1.4497
SC2-01,2022-10-23 15:00:00,4.883486160285478,141.0,49.0,19.1,62.7,1.3883
SC2-01,2022-10-23 16:00:00,4.283486160285478,151.0,69.0,19.0,55.1,1.3239
SC2-01,2022-10-23 17:00:00,4.883486160285478,188.0,69.0,18.7,53.5,1.3027
SC2-01,2022-10-23 18:00:00,5.983486160285478,205.0,81.0,16.5,55.7,1.301
SC2-01,2022-10-23 19:00:00,6.183486160285478,254.0,77.0,15.2,61.1,1.3323
SC2-01,2022-10-23 20:00:00,5.783486160285478,212.0,56.0,13.5,69.6,1.374
SC2-01,2022-10-23 21:00:00,5.483486160285478,253.0,67.0,13.9,74.6,1.4382
SC2-01,2022-10-23 22:00:00,4.683486160285478,200.0,69.0,12.8,76.6,1.4278
SC2-01,2022-10-23 23:00:00,4.883486160285478,192.0,63.0,11.9,79.2,1.4316
SC2-01,2022-10-24 00:00:00,5.583486160285478,236.0,67.0,12.5,80.7,1.4684
SC2-01,2022-10-24 01:00:00,4.483486160285478,97.0,31.0,12.3,82.7,1.4965
SC2-01,2022-10-24 02:00:00,3.983486160285478,31.0,10.0,12.3,91.2,1.5864
SC2-01,2022-10-24 03:00:00,3.583486160285478,1.0,14.0,11.4,86.9,1.4979
SC2-01,2022-10-24 04:00:00,3.483486160285478,1.0,1.0,10.6,88.6,1.5059
SC2-01,2022-10-24 05:00:00,4.083486160285478,1.0,1.0,11.4,87.6,1.5328
SC2-01,2022-10-24 06:00:00,4.683486160285478,1.0,5.0,10.8,94.1,1.6065
SC2-01,2022-10-24 07:00:00,5.383486160285478,99.0,25.0,11.2,91.5,1.6108
SC2-01,2022-10-24 08:00:00,6.483486160285478,241.0,58.0,12.3,89.9,1.6167
SC2-01,2022-10-24 09:00:00,7.483486160285478,333.0,98.0,14.2,83.8,1.5994
SC2-01,2022-10-24 10:00:00,6.283486160285478,184.0,76.0,18.2,77.3,1.6656
SC2-01,2022-10-24 11:00:00,4.583486160285478,,43.0,17.8,74.0,1.5738
SC2-01,2022-10-24 12:00:00,4.683486160285478,13.0,54.0,18.2,72.2,1.5462
SC2-01,2022-10-24 13:00:00,5.183486160285478,16.0,43.0,20.5,68.5,1.5673
SC2-01,2022-10-24 14:00:00,4.583486160285478,1.0,31.0,21.1,63.8,1.5472
SC2-01,2022-10-24 15:00:00,4.883486160285478,64.0,51.0,22.0,59.8,1.4901
SC2-01,2022-10-24 16:00:00,5.483486160285478,175.0,71.0,22.6,59.6,1.4952
SC2-01,2022-10-24 17:00:00,6.783486160285478,334.0,103.0,20.7,56.8,1.4052
SC2-01,2022-10-24 18:00:00,7.083486160285478,377.0,98.0,19.2,57.8,1.3974
SC2-01,2022-10-24 19:00:00,6.783486160285478,254.0,69.0,18.5,62.4,1.4336
SC2-01,2022-10-24 20:00:00,6.683486160285478,191.0,63.0,17.5,57.9,1.3979
SC2-01,2022-10-24 21:00:00,6.483486160285478,245.0,,17.6,58.1,1.4237
SC2-01,2022-10-24 22:00:00,4.783486160285478,13.0,33.0,18.0,61.6,1.4687
SC2-01,2022-10-24 23:00:00,4.883486160285478,57.0,30.0,17.4,53.7,1.343
SC2-01,2022-10-25 00:00:00,4.683486160285478,1.0,11.0,18.0,53.8,1.3238
SC2-01,2022-10-25 01:00:00,4.783486160285478,17.0,44.0,18.6,52.3,
SC2-01,2022-10-25 02:00:00,3.983486160285478,1.0,10.0,16.6,58.0,1.3175
SC2-01,2022-10-25 03:00:00,4.083486160285478,,22.0,16.6,56.5,1.2835
SC2-01,2022-10-25 04:00:00,3.983486160285478,1.0,4.0,15.8,57.1,1.2532
SC2-01,2022-10-25 05:00:00,4.083486160285478,1.0,1.0,17.1,56.5,1.2955
SC2-01,2022-10-25 06:00:00,4.283486160285478,1.0,7.0,16.4,52.6,1.2313
SC2-01,2022-10-25 07:00:00,6.483486160285478,102.0,38.0,16.8,55.4,1.2601
SC2-01,2022-10-25 08:00:00,7.383486160285478,251.0,78.0,17.4,48.5,1.2095
SC2-01,2022-10-25 09:00:00,7.983486160285478,349.0,98.0,19.3,43.5,1.2049
SC2-01,2022-10-25 10:00:00,6.783486160285478,217.0,65.0,22.6,36.9,1.2162
SC2-01,2022-10-25 11:00:00,6.683486160285478,175.0,56.0,24.7,31.5,1.208
SC2-01,2022-10-25 12:00:00,6.783486160285478,164.0,40.0,26.4,27.9,1.2503
SC2-01,2022-10-25 13:00:00,7.083486160285478,,16.0,26.0,28.5,1.2368
SC2-01,2022-10-25 14:00:00,5.583486160285478,48.0,,26.7,25.0,1.2132
SC2-01,2022-10-25 15:00:00,5.683486160285478,113.0,18.0,26.6,25.2,1.1866
SC2-01,2022-10-25 16:00:00,6.783486160285478,206.0,48.0,26.6,27.2,1.2073
SC2-01,2022-10-25 17:00:00,7.983486160285478,304.0,75.0,27.3,22.2,1.1913
SC2-01,2022-10-25 18:00:00,9.283486160285477,440.0,111.0,26.9,27.0,1.2104
SC2-01,2022-10-25 19:00:00,9.483486160285478,539.0,130.0,24.6,,1.1864
SC2-01,2022-10-25 20:00:00,9.983486160285478,655.0,134.0,21.9,46.2,1.2554
SC2-01,2022-10-25 21:00:00,9.783486160285477,696.0,159.0,22.4,50.6,1.3038
SC2-01,2022-10-25 22:00:00,8.983486160285478,527.0,130.0,21.3,60.5,
SC2-01,2022-10-25 23:00:00,7.783486160285478,463.0,122.0,19.8,59.7,1.332
SC2-01,2022-10-26 00:00:00,7.383486160285478,497.0,120.0,18.9,62.7,1.3237
SC2-01,2022-10-26 01:00:00,6.383486160285478,392.0,91.0,18.0,65.6,1.3385
SC2-01,2022-10-26 02:00:00,6.483486160285478,372.0,80.0,17.6,68.2,1.3843
SC2-01,2022-10-26 03:00:00,6.783486160285478,419.0,96.0,19.1,58.3,1.3304
SC2-01,2022-10-26 04:00:00,6.783486160285478,349.0,62.0,18.6,60.7,1.3208
SC2-01,2022-10-26 05:00:00,6.083486160285478,317.0,49.0,19.4,61.3,1.3595
SC2-01,2022-10-26 06:00:00,6.283486160285478,395.0,82.0,18.8,57.0,1.2896
SC2-01,2022-10-26 07:00:00,7.583486160285478,527.0,109.0,18.9,60.4,1.3181
SC2-01,2022-10-26 08:00:00,8.283486160285477,636.0,121.0,19.2,60.4,1.363
SC2-01,2022-10-26 09:00:00,8.083486160285478,661.0,133.0,21.6,54.6,1.3765
